education,branch,skills,interests,career_goal,experience,recommended_career
Undergraduate,Business/BBA,"Business Strategy,Product Management,Public Speaking",Business,Product Manager,"1 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Kubernetes,Mathematics,C++,AWS","Research,Technology,Engineering",Network Security Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Writing,Mathematics,Chemistry Lab,Problem Solving","Defence,Engineering,Research",Civil Servant (IAS/IPS),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Class 12,PCM Stream,"Mathematics,Writing,Problem Solving",Research,High School Physics Teacher,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Commerce/B.Com,"Economics,Financial Accounting,Time Management,Scrum","Business,Government Jobs,Finance",Unknown Career,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Computer Science,"React,HTML,SQL,Python","Technology,AI/ML",AI/ML Engineer,"2 projects, 1 internships",Software Engineer
Undergraduate,Science/B.Sc,"NumPy,Pandas,Communication,SQL,Python,Statistics",Research,Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Python,Statistics,Communication,Data Visualization,Data Analytics","Technology,Business",Data Scientist,"2 projects, 1 internships",Data Analyst
Undergraduate,Law/LLB,"Communication,Legal Writing,Leadership,Negotiation,Constitutional Law","Law,Government Jobs,Social Impact",Patent Attorney,"2 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"SQL,Financial Accounting,Time Management,Communication,Taxation,Economics","Government Jobs,Finance,Business",Investment Banker,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Science/B.Sc,"Data Visualization,SQL,Communication,Python,Data Analytics,Statistics","Finance,Technology",Data Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Time Management,SQL,Communication",Finance,Investment Banker,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Mathematics,Linear Algebra,Physics Lab","Research,Engineering",IoT Systems Architect,"0 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Python,Communication,Writing","Engineering,Research",Defense Officer (Army/Navy/Air Force),"0 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Product Management,Marketing,Leadership,Public Speaking,Communication,Business Strategy","Business,Management",Brand Strategist,"0 projects, 1 internships",Product Manager
Undergraduate,Commerce/B.Com,"Time Management,Communication,Financial Accounting","Business,Finance,Government Jobs",Investment Banker,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Commerce/B.Com,"Time Management,SQL,Scrum,Communication,Taxation","Government Jobs,Finance",Investment Banker,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"Sales,SEO,Product Management,Marketing,Public Speaking","Business,Management,Entrepreneurship",Marketing Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Commerce/B.Com,"Taxation,Time Management,Scrum",Government Jobs,Chartered Accountant,"2 projects, 0 internships",Chartered Accountant
Undergraduate,Computer Science,"Algorithms,Data Structures,JavaScript,Git,React,REST APIs",AI/ML,DevOps Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Leadership,Project Management,Public Speaking,Business Strategy",Entrepreneurship,Management Consultant,"0 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Constitutional Law,Negotiation,Leadership,Public Speaking,Law","Law,Social Impact,Government Jobs",Corporate Lawyer,"1 projects, 0 internships",Corporate Lawyer
Undergraduate,Science/B.Sc,"SQL,Statistics,NumPy,Data Visualization","Technology,Finance",Financial Risk Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Business/BBA,"Project Management,Sales,Product Management",Entrepreneurship,Marketing Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Law/LLB,"Public Speaking,Law,Communication",Government Jobs,Corporate Lawyer,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Time Management,Communication,Problem Solving,Data Analytics",Government Jobs,Chartered Accountant,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Computer Science,"Algorithms,React,HTML,CSS,Git,Python","Business,AI/ML",Data Scientist,"0 projects, 1 internships",Software Engineer
Undergraduate,Science/B.Sc,"Pandas,SQL,Mathematics,NumPy,Data Visualization",Business,Data Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Commerce/B.Com,"Economics,Communication,Data Analytics","Finance,Government Jobs,Business",Chartered Accountant,"0 projects, 0 internships",Chartered Accountant
Undergraduate,Business/BBA,"SEO,Leadership,Project Management,Sales,Communication","Entrepreneurship,Media,Management",Brand Strategist,"0 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"SEO,Sales,Project Management,Leadership,Business Strategy,Communication",Management,Brand Strategist,"1 projects, 1 internships",Product Manager
Undergraduate,Law/LLB,"Legal Writing,Communication,Constitutional Law,Law,Leadership","Social Impact,Law,Government Jobs",Public Prosecutor,"1 projects, 0 internships",Corporate Lawyer
Class 12,PCM Stream,"Physics Lab,Writing,Mathematics,Communication","Engineering,Research,Defence",Defense Officer (Army/Navy/Air Force),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"SQL,HTML,React",AI/ML,Data Scientist,"0 projects, 0 internships",Software Engineer
Undergraduate,Business/BBA,"Project Management,SEO,Communication,Sales,Business Strategy",Entrepreneurship,Marketing Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Commerce/B.Com,"Communication,Financial Accounting,Scrum",Government Jobs,Financial Consultant,"2 projects, 1 internships",Chartered Accountant
Undergraduate,Business/BBA,"Project Management,Marketing,Sales,Leadership,Communication,SEO","Management,Media",Product Manager,"0 projects, 0 internships",Product Manager
Undergraduate,Science/B.Sc,"Data Analytics,SQL,Data Visualization","Research,Business,Finance",Financial Risk Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Electronics & Communication,"Python,Data Structures,Linear Algebra,Figma,Mathematics,Physics Lab","Technology,Engineering,Research",Embedded Systems Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Problem Solving,Communication,Mathematics,Python,Writing,Chemistry Lab","Research,Government Jobs",Civil Servant (IAS/IPS),"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Product Management,Communication,Public Speaking,Leadership,Project Management","Media,Entrepreneurship",Brand Strategist,"0 projects, 0 internships",Product Manager
Undergraduate,Electronics & Communication,"Physics Lab,Figma,C++,Docker,Linear Algebra,Kubernetes","Research,Engineering",IoT Systems Architect,"2 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Law/LLB,"Law,Negotiation,Technical Writing",Law,Public Prosecutor,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Computer Science,"Python,Git,REST APIs","AI/ML,Business,Technology",Data Scientist,"0 projects, 0 internships",Software Engineer
Undergraduate,Science/B.Sc,"SQL,NumPy,Statistics,Python,Mathematics,Data Visualization","Business,Research",Financial Risk Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Mathematics,Data Analytics,SQL,NumPy","Research,Technology,Finance",Actuarial Analyst,"1 projects, 0 internships",Data Analyst
Undergraduate,Business/BBA,"Product Management,Project Management,Communication,Business Strategy,Marketing",Business,Brand Strategist,"1 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Kubernetes,Linear Algebra,Mathematics,Physics Lab","Technology,Engineering",Network Security Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Product Management,Business Strategy,Public Speaking,Marketing,Sales,SEO","Entrepreneurship,Management",Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Commerce/B.Com,"SQL,Economics,Scrum","Government Jobs,Finance",Investment Banker,"1 projects, 1 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"AWS,Docker,Physics Lab,Python,Mathematics,Data Structures",Technology,Embedded Systems Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Mathematics,Communication,Pandas",Technology,Data Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Computer Science,"Python,JavaScript,Data Structures,React","Business,Technology",DevOps Engineer,"2 projects, 1 internships",Software Engineer
Undergraduate,Business/BBA,"Marketing,Sales,Leadership","Business,Entrepreneurship,Media",Marketing Manager,"2 projects, 0 internships",Product Manager
Undergraduate,Law/LLB,"Law,Public Speaking,Negotiation",Law,Patent Attorney,"2 projects, 1 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"SQL,Scrum,Data Analytics,Economics,Time Management",Finance,Unknown Career,"0 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Chemistry Lab,Problem Solving,Mathematics,Physics Lab","Engineering,Government Jobs",Research Scientist,"1 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Law/LLB,"Constitutional Law,Negotiation,Communication,Legal Writing","Social Impact,Government Jobs,Law",Criminal Defense Lawyer,"0 projects, 0 internships",Corporate Lawyer
Undergraduate,Commerce/B.Com,"Scrum,Economics,Time Management,SQL,Data Analytics,Financial Accounting","Finance,Business",Investment Banker,"2 projects, 0 internships",Chartered Accountant
Class 12,PCM Stream,"Problem Solving,Physics Lab,Communication","Engineering,Government Jobs",Defense Officer (Army/Navy/Air Force),"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Business/BBA,"Communication,Marketing,Sales,Public Speaking","Management,Entrepreneurship,Business",Management Consultant,"2 projects, 0 internships",Product Manager
Class 12,PCM Stream,"Physics Lab,Python,Problem Solving,Mathematics,Chemistry Lab","Engineering,Defence",Research Scientist,"2 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Docker,Linear Algebra,C++,Figma,Python,Physics Lab","Engineering,Technology",Network Security Engineer,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Communication,Physics Lab,Chemistry Lab,Problem Solving",Defence,Research Scientist,"1 projects, 0 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Kubernetes,Physics Lab,Docker",Engineering,IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Class 12,PCM Stream,"Problem Solving,Mathematics,Physics Lab","Government Jobs,Defence",Defense Officer (Army/Navy/Air Force),"2 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Electronics & Communication,"Figma,C++,Kubernetes,Data Structures",Technology,VLSI Design Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Linear Algebra,C++,Kubernetes,Mathematics",Engineering,IoT Systems Architect,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Figma,Docker,AWS",Engineering,VLSI Design Engineer,"1 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Business Strategy,Product Management,Marketing,Communication,Public Speaking,Leadership","Entrepreneurship,Media,Business",Product Manager,"1 projects, 1 internships",Product Manager
Class 12,PCM Stream,"Chemistry Lab,Communication,Writing,Mathematics","Research,Government Jobs",High School Physics Teacher,"0 projects, 1 internships",Civil Servant (IAS/IPS)
Undergraduate,Computer Science,"CSS,C++,REST APIs,Java,SQL,Algorithms","AI/ML,Technology,Business",Software Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"Data Structures,Mathematics,Kubernetes,Python","Research,Engineering",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Commerce/B.Com,"Problem Solving,Economics,Scrum,Communication,Data Analytics",Government Jobs,Financial Consultant,"1 projects, 0 internships",Chartered Accountant
Undergraduate,Electronics & Communication,"Data Structures,AWS,Docker,Mathematics","Engineering,Technology,Research",Network Security Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Electronics & Communication,"Docker,Physics Lab,C++,Linear Algebra","Research,Technology",Network Security Engineer,"1 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"Statistics,Data Analytics,Communication,Mathematics,NumPy",Business,Data Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Mathematics,SQL,Python,Statistics","Finance,Technology",Actuarial Analyst,"1 projects, 1 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Analytics,Data Visualization,Communication,NumPy,SQL,Python","Business,Technology,Finance",Actuarial Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Electronics & Communication,"Linear Algebra,Figma,Docker,Python,Physics Lab,Mathematics","Research,Engineering,Technology",Network Security Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Computer Science,"JavaScript,Data Structures,Algorithms,Python,React","Technology,Business,AI/ML",AI/ML Engineer,"0 projects, 0 internships",Software Engineer
Undergraduate,Electronics & Communication,"Data Structures,Docker,Physics Lab,C++,Mathematics,AWS","Technology,Engineering,Research",IoT Systems Architect,"0 projects, 1 internships",Embedded Systems Engineer
Undergraduate,Business/BBA,"Communication,Sales,SEO",Management,Marketing Manager,"1 projects, 1 internships",Product Manager
Undergraduate,Business/BBA,"Leadership,Marketing,Product Management,Business Strategy,SEO,Project Management",Entrepreneurship,Brand Strategist,"2 projects, 1 internships",Product Manager
Undergraduate,Electronics & Communication,"Python,Docker,AWS","Engineering,Technology,Research",VLSI Design Engineer,"2 projects, 0 internships",Embedded Systems Engineer
Undergraduate,Science/B.Sc,"NumPy,Data Visualization,Statistics",Technology,Data Analyst,"2 projects, 0 internships",Data Analyst
Undergraduate,Science/B.Sc,"Data Analytics,NumPy,Pandas","Research,Finance,Business",Actuarial Analyst,"2 projects, 1 internships",Data Analyst
Undergraduate,Law/LLB,"Negotiation,Public Speaking,Leadership,Constitutional Law","Law,Government Jobs",Public Prosecutor,"0 projects, 1 internships",Corporate Lawyer
Undergraduate,Business/BBA,"Project Management,SEO,Business Strategy,Marketing,Leadership,Product Management",Business,Brand Strategist,"1 projects, 1 internships",Product Manager
